title,alternate_names,description,publisher,country,genres,rating_value,rating_count,date_published,keywords,actors,written_by,director,episodes,release_years,url
Sweden Laundry,"Seuweden Setakso, Sweden Laundromat, Swedish Laundry, Шведская прачечная","A comical fantasy drama about a girl who has the ability to see people's worries about love, friendship, and employment. 
When Kim Bom was young, she had a hard time due to her siblings (she couldn't get any attention from her family or those around her). Her younger sister is a pretty college student majoring in dance and aspires to be an actress. Her older brother, Kim Eun-Chul, is now a genius  who's already passed the foreign service and civil service exams, and enjoys boasting about his accomplishments. While Kim Bom has become an ordinary laundromat owner (she runs Sweden Laundry). And yet, Bom has something neither of her siblings have. Supernatural powers allowing her to read her client's worries through their laundry. She uses this unusual ability to resolve problems for the people around her. Her love interest is Yong Soo Chul, a hardworking young man who makes a lot of mistakes as he tries to achieve his dreams. Rounding out the love triangle will be Park Ki-Joon, a well-to-do dentist with a good family background and specs, but also a whimsical side.    Edit Translation         English     Русский     Español     magyar / magyar nyelv",MBC every1,South Korea,"Comedy, Romance, Drama, Supernatural",6.9,1928,21/11/2014,"Older Woman/Younger Man, Clairvoyant Female Lead, Clairvoyance, Precognition","Song  Ha Yoon, Changjo, Kim Ian, Oh  Sang Jin , Hwang Young Hee, Hwang Seung Eon","Kim Yoon-hee, Lee Eun-young","Jung Hwan-suk, Kim Seung-il, Noh Ji-hye",16,"2014, 2015",_
Sweet 18,"18 Year Old Bride, Doce 18, Little Bride, Nang Rang 18 Seh, Nang Rang 18-Se, Nangrang 18se","Grandfather Kwon, the head of the traditional Kwon family agrees to an arranged marriage between his grandson Kwon Hyuk Joon and Yoon Jung Sook when Jung Sook is born. Jung Sook’s family encounters financial issues and is forced to run away soon after the marriage is arranged. 

Eighteen years later, the two families have lost contact with each other. Jung Sook has grown up to be a rebellious and strong-willed girl who  wants to live her life as she sees fit. With little aspirations, she is the direct foil of her achievement-bound counterpart Hyuk Joon. When the two meet each other, they clash horribly; Jung Sook thinks her fiancé is nothing but boring, and Hyuk Joon believes Jung Sook to be an immature child. Despite all this, they do marry on the pretext that the marriage would benefit each other in social context but without the real technicalities of a marriage. 

(Source: Wikipedia; edited by MyDramaList)    Edit Translation         English     Español     magyar / magyar nyelv     dansk",KBS2,South Korea,"Comedy, Romance",7.4,4349,19/01/2004,"Older Man/Younger Woman, Arranged Marriage, Female Chases Male First, Ex Comes Back, Winter Setting, Ex-couple Relationship, Married Female Lead, Married Male Lead, Prosecutor Supporting Character, Age Gap [Drama Life]","Han Ji Hye, Lee Dong Gun, Lee Da Hae, Lee In, On  Jo, Bi Ryu","Kim Eun-hee, Yoon Eun-kyung","Kim Myung-wook, Kim Jung-gyu",16,2004,_
Sweet Buns,Red Bean Bread,"Ga-ran and Nam-joon were classmates in elementary school. Ga-ran is a tomboy who prefers trousers to skirts, and loves taekwondo more than her piano lessons. Nam-joon on the other hand is Mr. Perfect who's got good looks, a fine brain, and is the most popular guy in school, especially among the girls. One day, Ga-ran sees Nam-joon giving away the sweet bun which Ga-ran's friend gave him, to another girl. Ga-ran throws herself at Nam-joon and beats him up, and their rivalry lasts throughout high school. A few years after college, Ga-ran and Nam-joon meet again as adults, both recovering from recent break-ups. Despite their constant bickering, they gradually realize that they're meant to be.",Munhwa Broadcasting Corporation,_,"Romance, Comedy, Drama",_,_,"July 4, 2004 –
January 16, 2005",_,"Choi Kang-hee, Park Gwang-hyun, Jung Chan, Jung So-young",Lee Sook-jin,Lee Jae-dong,26,"2004, 2005",_
Sweet Enemy,Sweet Revenge,Oh Dal-Nim (Park Eun-Hye) is falsely accused of murder. She decides to take revenge on those responsible for misery.,SBS TV,_,"Family, Melodrama, Revenge, Romance",_,_,"June 12 –
December 1, 2017",_,"Park Eun-hye, Yoo Gun, Lee Jae-woo, Park Tae-in",Baek Young-sook,Lee Hyun-jik,124,2017,_
Sweet Home,"Seuwiteu Hom, Seuwiteuhom, Sweet Home Season 1","Following the death of his family in an accident, loner Cha Hyun Soo moves to a new apartment. His quiet life is soon disturbed by strange incidents that start occurring in his apartment, and throughout Korea. As people start to turn into monsters, Hyun Soo and the other residents try to survive.

(Source: Wikipedia)

~~ Adapted from the webtoon “Sweet Home” (스위트홈) by Kim Carnby (김칸비) and Hwang Young Chan (황영찬).      Edit Translation         English     한국어     中文(简体)     中文(台灣)",Netflix,South Korea,"Action, Horror, Drama, Sci-Fi",8.7,86417,18/12/2020,"Monster, Survival, Character Development, Gore, Supernatural Phenomena, Trauma, Adapted from a Webtoon, Paranormal, Death, Nice Male Lead","Song Kang, Lee Jin Wook, Lee Si Young, Lee Do Hyun, Kim Nam Hee, Go Min Si",_,_,_,_,_
Sweet Home (TV series),"Sweet Home 2, Sweet Home 3","After an unexpected tragedy kills his entire family and leaves him as the only survivor, Cha Hyun-su leaves his family home and relocates into the run down apartment complex known as Green Home. One night, horrific monsters begin appearing and ravage the city. Hyun-su and some of his fellow residents band together within the confines of the complex and must fight for their survival against the new, otherworldly threat, while others from the apartment turn into monsters based on the things they desire. Hyun-su starts having monster symptoms and develops the ability to turn into a winged monster whenever he desires.",Netflix,_,"Apocalyptic, Horror, Action",_,_,"December 18, 2020 –
July 19, 2024",_,"Song Kang, Lee Jin-wook, Lee Si-young","Hong So-ri, Kim Hyung-min, Park So-jung","Lee Eung-bok, Jang Young-woo (season 1), Park So-hyun",26,"2020, 2024",_
Sweet Home Season 2,"Seuwiteuhom 2, Seuwiteuhom Sijeun 2, Sweet Home 2, 스위트홈2","Residents of Green Home Apartments, including Cha Hyun Soo, fight against monsters to leave their base and venture out into the world. At a baseball stadium, survivors from all over begin to live together. They are threatened by the monsters outside and also by the monstrous desires of the people among them.

(Source: AsianWiki)

~~ Adapted from the webtoon “Sweet Home” (스위트홈) by Kim Carnby (김칸비) and Hwang Young Chan (황영찬).      Edit Translation         English     한국어     Русский     Nederlands",Netflix,South Korea,"Action, Horror, Drama, Sci-Fi",8,33373,01/12/2023,"Survival, Apocalypse, Supernatural, Dystopia, Death, Monster, Gore, Psychological, Supernatural Phenomena, Mutant","Song Kang, Lee Si Young, Go Min Si, Lee Jin Wook, Yoo Oh Sung, Oh Jung Se",_,_,_,_,_
Sweet Home Season 3,"Seuwiteuhom 3, Seuwiteuhom Sijeun 3, Sweet Home 3, 스위트홈3","The never-ending monsterization crisis. Hyeon Su, consumed by monsters, tries to regain his human self. Nam Sang Won, who entered Pyeon Sang Uk's body, visits the survivors' stadium with a group of people to achieve his goal. And unlike the previous rules, they put forward an unconventional condition to provide convenience to those with symptoms. Stadiums are no longer safe spaces, and people are confused. 

Meanwhile, Eun Hyeok, who was reborn from  the cocoon, appears in a new form... This marks the finale of the desperate struggle of those who are faced with a choice between the border between monsters and humans.

(Source: Korean = Netflix Korea || Translation = MyDramaList)

~~ Adapted from the webtoon “Sweet Home” (스위트홈) by Kim Carnby (김칸비) and Hwang Young Chan (황영찬).    Edit Translation         English     Русский     Українська     Français",Netflix,South Korea,"Action, Horror, Drama, Sci-Fi",8.1,21635,19/07/2024,"Monster, Death, Gore, Apocalypse, Adapted from a Webtoon, Supernatural, Physically Strong Male Lead, Emotionally Strong Female Lead, Emotionally Strong Male Lead, Graphic Violence","Song Kang, Lee Jin Wook, Lee Do Hyun, Lee Si Young, Go Min Si, Kim Shi Ah",_,_,_,_,_
"Sweet Home, Sweet Honey","My Home's Honey Jar, The Honey Pot",The story about a group of youngsters being pushed into society and the people around them.,KBS1,_,"Family, Drama",_,_,"November 2, 2015 –
April 29, 2016",_,"Song Ji-eun, Lee Jae-joon, Seo Yi-an, Kim Min-soo","Kang Sung-jin, Kim Mi-hee",Kim Myung-wook,129,"2015, 2016",_
Sweet Munchies,_,"Park Jin-sung (Jung Il-woo), a chef who works at a late-night snack restaurant, is struggling to find money to pay for his father's medical bills. When Kim Ah-jin (Kang Ji-young), a television assistant director who is one of his regular clients, asks him if he knows a gay chef who could star in her cooking program, he decides to lie about his sexual orientation and gets the part. Both become involved with fashion designer Kang Tae-wan (Lee Hak-joo) who seems to hide a secret of his own.",JTBC,_,Romantic comedy,_,_,"May 25 –
June 30, 2020",_,"Jung Il-woo, Kang Ji-young, Lee Hak-joo",Park Seung-hye,Song Ji-won,12,2020,_
Sweet Revenge,"Bilhete de Vingança, Bok-su-no-teu, Boksoonoteu, Boksu note, Boksu noteu, Boksunoteu, Revenge Note, Sweet Revenge Season 1",This web drama is a teen fantasy drama about a teenager who gets her hands on a note that enacts revenge on anyone whose name is written on it.      Edit Translation         English     magyar / magyar nyelv     dansk     Norsk,Oksusu,South Korea,"Comedy, Romance, Youth, Fantasy",7.8,15574,27/10/2017,"High School, School Bullying, Revenge, Nice Male Lead, Friends to Lovers, Sismance, Break up, Cheating, Web Series, Emotionally Strong Female Lead","Kim Hyang Gi , Lomon, Cha Eun Woo, Kim Hwan Hee, Park Kyung Rim, Jin Geon U",_,_,_,_,_
Sweet Revenge (South Korean TV series),Revenge Note,"Ho Goo-hee, a high schooler and self-proclaimed pushover, discovers a new application on her phone that offers to take revenge on anyone whose name she writes in it.","Oksusu
BTV",_,"Coming of age, Revenge",_,_,"October 27, 2017 –
January 5, 2018",_,"Kim Hyang-gi, Lomon, Cha Eun-woo","Han Sang-im, Kim Jong-seon",Seo Won-tae,11,"2017, 2018",_
Sweet Revenge 2,_,Oh Ji-na discovers an application on her phone which takes revenge on anyone whose name is written in it.,XtvN,_,"Coming of age, Revenge",_,_,"August 13 –
October 9, 2018",_,"Ahn Seo-hyun, Samuel, Ji Min-hyuk, Kim Ye-eun","Han Sang-im, Kim Jong-seon, Shim Min-sun","Oh Seung-yeol, Seo Jae-joo",16,2018,_
Sweet Revenge Season 2,"Bilhete de Vingança 2, Boksoonoteu 2, Revenge Note Season 2","When a girl discovers a mobile app that gets revenge on whoever the user chooses, she takes on bullies and injustice at her high school—and ends up in a love triangle with the cute twin brothers that just moved to town. 

(Source: AsianCrush)      Edit Translation         English     हिन्दी     magyar / magyar nyelv     dansk",XtvN,South Korea,"Thriller, Mystery, Romance, Supernatural",7.7,8368,13/08/2018,"Friends to Lovers, Suspense, Student Female Lead, Student Male Lead, School Setting, Neighbors' Relationship, Teenager Female Lead, Teenager Male Lead, Brothers' Relationship, School Violence","Ahn Seo Hyun, Samuel, Ji Min Hyuk, Song Soo Hyun, Kim Ji Young, Jin Geon U",_,_,_,_,_
Sweet Spy,_,"Lee Soon-ae is a recently widowed traffic cop who finds herself in over her head after she stops a man for committing a routine traffic violation. Han Yoo-il, the mysterious and charming stranger who was stopped by the ever-diligent Soon-ae, is in fact an international spy, who has come to Korea on a top-secret mission. When Soon-ae accidentally forgets to return Yoo-il's super high-tech spy pen to him, she sets in motion a chain of events that pulls her into the shady world of international espionage. Soon, the Special Operations Unit also becomes involved, including its new chief Kang Joon, who happens to be an old friend of Soon-ae's late husband. Kang Joon, who secretly harbors feelings for Soon-ae, opens an old case surrounding the death of her husband. They uncover secrets involving powerful political and economic figures, which leads to Han Yoo-il.",Munhwa Broadcasting Corporation,_,"Romance, Comedy, Action",_,_,"November 7, 2005 –
January 10, 2006",_,"Nam Sang-mi, Dennis Oh, Lee Joo-hyun, Yoo Sun","Kim Ki-ho, Lee Sun-mi",Go Dong-sun,20,"2005, 2006",_
Sweet Stranger and Me,"Man Living at My House, Man Living in Our House, O Homem que Vive em Nossa Casa, Sweet Stranger in My House, Sweet Stranger in Our House, The Man In My House, The Man Living in Our House, Woorijibe Saneun Namja, Мужчина в моём доме","Hong Na Ri is a proud flight attendant who suffers a series of misfortunes after her mother passes away and then she discovers that her longtime fiancee, Jo Dong Jin, is cheating on her with fellow flight attendant Do Yeo Joo. To get her mind off her troubles, Na Ri returns to her mother’s home, only to find a handsome young man, Go Nan Gil, living in Na Ri’s mother’s house and  running her mother’s dumpling restaurant. Incredulously, Nan Gil tells Na Ri that he is her father, having married Na Ri’s mother before she passed away! Meanwhile, Kwon Duk Bong is a wealthy businessman who wants to help Na Ri reclaim her mother’s property so that he can develop the land. Can he help Na Ri prove that Nan Gil is a lying swindler?

(Source: Viki)

~~ Adapted from the webtoon “Woorijibe Saneun Namja” by Yoo Hyun Sook.    Edit Translation         English     Русский     Español     magyar / magyar nyelv",KBS2,South Korea,"Comedy, Romance, Life, Drama",7.4,8268,24/10/2016,"Nice Male Lead, Nice Female Lead, Gang, Cheating, Emotionally Strong Female Lead, Emotionally Strong Male Lead, Housemates' Relationship, Restaurant Setting, Flight Attendant Female Lead, Businessman Male Lead","Park Soo Ae, Kim Young Kwang, Lee Soo Hyuk, Jo Bo Ah, Kim Ji Hoon, Jung Kyung Soon",Kim Eun-jung,Kim Jung-min,16,2016,_
Sweet Temptation (web series),_,Sweet Temptation is a fantasy romance drama that unfolds through a mobile phone application that grants the wishes of six people.,Naver TV,_,"Romance, Drama, Fantasy",_,_,"5 October –
20 November 2015",_,_,_,Kibaek Lee,10,2015,_
"Sweet, Savage Family","Dalkomhan Paemilri, My Sweet and Sour Family, My Sweet Family, Sweet and Sour Family, Sweet Family, Sweet, Scary Family, 달콤한 패밀리","Tae Soo is a devoted family man at home but a ruthless mobster at work, caught between caring for his family and navigating gang politics. As a dutiful son to his mother, he worries about his own future without similar support from his children. Meanwhile, he juggles gang pressures, evades authorities, and justifies his life as ""just making a living.""

(Source: MyDramaList)      Edit Translation         English     Türkçe     Español     हिन्दी",MBC,South Korea,"Action, Comedy, Romance, Drama",7.1,543,18/11/2015,"MDL Remake, Gangster Male Lead, Family Relationship, Blackmail, Black Comedy, Corruption","Moon Jung Hee, Jung Joon Ho, Yoo  Sun, Jung Woong In, Kim Eung Soo, Jo Dal Hwan","Son Geun-joo, Kim Ji-eun",Kang Dae-sun,16,"2015, 2016",_
Sweetheart Service,"Serviço de Namorado, Seuwishateu Seobiseu","Yu Ha, a job seeker who must do whatever it takes to stand on his own without help from his family, and Min U, a developer desperate to escape the pressure to marry. An unexpected ""fake dating contract"" ties them together. Though it starts as just a deal, real feelings slowly begin to grow between them.

(Source: Strongberry YouTube)      Edit Translation         English     Português (Brasil)     Türkçe     Español",_,South Korea,Romance,7,2466,09/05/2025,"Programmer Male Lead, Part-time Worker Male Lead, Gay Romance, Loner Male Lead, Fake To Real Lovers, LGBTQ+, Contract Relationship, Fake Relationship, Raised by a Sibling, Adopted Brothers' Relationship","Kim Hyeon Seo, Lee Jae Hyeop, Jung Myeong Cheol, Yun Hyeon Gwon, Lee Su Yeon",_,_,_,_,_
Switch (South Korean TV series),_,The series explores the gray area between legal and illegal.,SBS TV,_,Legal drama,_,_,"March 28 –
May 17, 2018",_,"Jang Keun-suk, Han Ye-ri",Baek Woon-cheol,Nam Tae-jin,32,2018,_
Switch: Change the World,"Gongjakwang, King Peacock, Seuwichi: Sesangeul Baggweora, Switch, Troca, スイッチ～君と世界を変える～, 공작왕","Scam a thousand dollars, and you are a thief. If the amount becomes a billion, you are a financier. Break a small promise, you become a conman. If you betray the trust of millions of people, you are a politician. If the law cannot punish those who have wronged thousands of lives, what can we do about it? In a society without righteousness, there need to be drastic measures taken in order  to catch the bad guys. An eye for an eye, and a conman for a conman. Oh Ha Ra, a young prosecutor, meets a man who looks exactly like her senior prosecutor, Baek Joon Soo. While looking for a double to replace Joon Soo, she meets an unordinary man named Sa Do Chan. Do Chan, a genius conman, puts his skills to use in order to catch the bad guys who know their ways around the law.

(Source: Viki)    Edit Translation         English     Español     Italiano     magyar / magyar nyelv",SBS,South Korea,"Thriller, Mystery, Comedy, Law",7.8,3190,28/03/2018,"Identity Swap, Impersonation, Smart Male Lead, Doppelganger, Murder, Hardworking Female Lead, Child Abandonment, Scheme, Conspiracy, Father-Son Relationship","Jang Keun Suk, Han Ye Ri, Jung Woong In, Jo Hee Bong, Kwon Hwa Woon, Lee Jung Gil",_,_,_,_,_
Sword and Flower,"A Lâmina e a Pétala, Kalgwa ggot, Knife And Flower, The Blade And Petal","Knife and Flower, an action/spy/romance drama, is set in the Koguryo period. It is about how Moo Seol, the daughter of King Young Ryu, falls in love with Yeon Choong, the child Yeon Gaesomun had with a concubine. But Moo Young debates whether she should have her revenge, as Yeon Gaesomun is the man who killed her father.

Yeon Choong, was born between a father of noble blood and a servant mother.  Despite his talent, he finds he cannot rise higher in rank due to the fact that he is a concubine′s son. He is later ordered by his father to kill the person he loves, he defies his father’s orders to murder the daughter and travels between his love for his prey and his fealty towards his father.    Edit Translation         English     Español     Português (Brasil)     magyar / magyar nyelv",KBS2,South Korea,"Action, Historical, Romance, Drama",6.7,755,03/07/2013,"Political Intrigue, Betrayal, Hidden Identity, Misunderstanding, Cross-Dressing, Gender Bender, Goguryeo Dynasty, Historical Fiction, Secret, Heartbreak","Uhm Tae Woong, Kim Ok Bin, Choi Min Soo, Kim  Sang Ho, Lee Won Jong, Kim Tae Hyeong",_,_,_,_,_
Syndrome (TV series),_,"Lee Hae-jo (Han Hye-jin) is a first year resident specializing in neurosurgery. She didn't graduate from a premier medical school, but she is determined to become the best neurosurgeon. Cha Yeo-wook (Song Chang-eui) is also a first year neurosurgery resident. Unlike Hae-jo, Cha Yeo-wook graduated from the best medical school and is the grandson of the chairman of the board at the Korea University Hospital. His background to become a doctor is impeccable. Kang Eun-hyun (Park Gun-hyung) is the chief resident of neurosurgery. A love triangle begins between these three people.",JTBC,_,"Romance, Medical drama",_,_,"February 13 –
April 17, 2012",_,"Han Hye-jin, Song Chang-eui, Park Gun-hyung",Kim Sol-ji,Lee Sung-joo,20,2012,_
Taejo Wang Geon (TV series),_,_,KBS1,_,Historical drama,_,_,"April 1, 2000 –
March 24, 2002",_,"Choi Soo-jong, Kim Yeong-cheol, Kim Hye-ri, Seo In-seok",Lee Hwan-kyung,Kim Jong-sun,200,"2000, 2002",_
"Take Care of Us, Captain","Please, Captain",Kim Yoon-sung (Ji Jin-hee) is excited that he is flying as co-pilot with a legendary Captain Han Gyu-pil (Kim Chang-wan). One of the passengers on the plane is Han Da-jin's (Ku Hye-sun) pregnant mother. She is flying to San Francisco to attend Han Da-jin's graduation ceremony from a flight training school.,SBS TV,_,"Romance, Drama",_,_,"January 4 –
March 8, 2012",_,"Koo Hye-sun, Ji Jin-hee",Jung Na-myung,Joo Dong-min,20,2012,_
Tale of the Nine Tailed,"Tale of the Gumiho, The Tale of a Gumiho","Lee Yeon (Lee Dong-wook), an over 1000-year-old Gumiho and the former guardian mountain spirit of Baekdu-daegan, is now a city dweller. He works with Taluipa (Kim Jung-nan), an agent in the Afterlife Immigration Office and the protector of the Samdo River, to eradicate supernatural beings that threaten the mortal world. He lives in the city where he is assisted by his loyal subject, veterinarian, and fellow Gumiho, Goo Shin-joo (Hwang Hee).",tvN,_,"Fantasy, Action, Romance, Drama, Suspense, Horror",_,_,"October 7 –
December 3, 2020",_,"Lee Dong-wook, Jo Bo-ah, Kim Bum",Han Woo-ri,"Kang Shin-hyo, Jo Nam-hyung",16,2020,_
Tale of the Nine Tailed 1938,_,"Tale of the Nine Tailed 1938 tells the story of Lee Yeon (Lee Dong-wook) being unexpectedly dragged back in time to the year 1938, during the Japanese occupation of Korea, due to certain events that happened after Tale of the Nine Tailed; there, he meets Lee Rang (Kim Bum) and Ryu Hong-joo (Kim So-yeon) of that era.",tvN,_,"Action, Fantasy",_,_,"May 6 –
June 11, 2023",_,"Lee Dong-wook, Kim So-yeon, Kim Bum, Ryu Kyung-soo",Han Woo-ri,"Kang Shin-hyo, Jo Nam-hyung",12,2023,_
Tale of the Nine Tailed: An Unfinished Story,"Gumihodyeon: Mosdahan Iyagi, O Conto da Raposa de Nove Caudas: Uma História Inacabada","The 3 episode spinoff will tell the story of Lee Rang and Ki Yoo Ri before and during the events of ""Tale of the Nine-Tailed.""      Edit Translation         English     magyar / magyar nyelv     עברית / עִבְרִית     dansk",tvN,South Korea,"Action, Fantasy, Melodrama",8.4,3420,18/11/2020,"Nine-tailed Fox, Half-brothers' Relationship, Short Length Series, Mythical Being, Adapted from Folklore, Spirit, Miniseries, Reincarnation, Supernatural, Friendship","Kim Bum, Kim Yong Ji, Hwang Hee, Jung Shi Yool, Lee Joo Won, Yoo Soo Bin",_,_,_,_,_
Tale of the Nine-Tailed,"Chasing the Nine-Tailed Fox, Gumihodyeon, Le conte des neuf queues, O Conto da Raposa de Nove Caudas, Tale of Gumiho, Tale of the Nine Tailed, Tale of the Nine-Tailed Season 1, The Story of Gumiho, The Tale of the Nine-Tailed Fox, Сказание о Кумихо, حكاية الثعلب ذو الذيول التسعة","The mythical nine-tailed fox, or gumiho, Lee Yeon had to settle in the city many centuries ago. Able to transform into human form, he eradicates supernatural beings that threaten the mortal world. His real aim is to find the reincarnation of his lost first love.

The talented television producer Nam Ji A works on a show that features urban myths. In the past, her parents were involved in a mysterious car accident  and disappeared, and she suspects that Lee Yeon might be connected with this accident.

The half-brother to Lee Yeon is the captivating Lee Rang. Despite being half-human himself, he harbors a deep-seated contempt for all people. For sport, he will unleash his seductive prowess upon his human-du-jour by promising to grant them their wishes, only to trick them into paying a hefty price for their earthly desires.

(Source: Lee Cox at MyDramaList)    Edit Translation         English     中文(台灣)     Arabic     Русский",tvN,South Korea,"Thriller, Horror, Romance, Fantasy",8.4,65983,07/10/2020,"Nine-tailed Fox, Reincarnation, Supernatural, Mythical Being, Fated Love, Sexual Violence, Age Gap [Drama Life], Age Gap [Real Life], Interspecies Romance, Smart Female Lead","Lee Dong Wook, Jo Bo Ah, Kim Bum, Kim Yong Ji, Hwang Hee, Kim Jung Nan",_,_,_,_,_
Tale of the Nine-Tailed 1938,"Conto da Nove Caudas 2, Conto de Nove Caudas 1938, Gumihodyeon 1938, Gumihodyeon 2, Gumihodyeon Sijeun 2, Tale of the Nine-Tailed 2, Tale of the Nine-Tailed Season 2, Повість Про Куміхо 1938, Сказание о Кумихо 2, 구미호뎐 2, 구미호뎐 시즌2","An unexpected case leads Lee Yeon back in time to 1938, where he reencounters Ryu Hong Ju. Once a guardian spirit of the mountain in the west, she's now the owner of a high-end restaurant in the capital city of Gyeongseong. He also meets his younger brother, Lee Rang. Meanwhile, another former guardian spirit and ex-friend, Cheon Mu Yeong, has become hostile. Lee Yeon struggles to return to the present, to his  loved one.

(Source: AsianWiki; edited by MyDramaList)    Edit Translation         English     ภาษาไทย     Українська     Русский",tvN,South Korea,"Historical, Horror, Romance, Fantasy",8.8,20936,06/05/2023,"Nine-tailed Fox, Action, Supernatural, 1930s, Bromance, Brothers' Relationship, Time Travel, Badass Male Lead, Friendship, Suspense","Lee Dong Wook, Kim So Yeon, Kim Bum, Ryu Kyung Soo, Kim Yong Ji, Hwang Hee",_,_,_,_,_
Taming the Bad Boy,"Iljinjoryeongi, Untitled BL Drama","From his very first day at his new school, Jin U draws everyone's attention. Among them is Tae Seop, who approaches Jin U out of curiosity. As his curiosity grows uncontrollable, rumors begin spreading at school about who might be gay...

""From now on, you're my little pet.""

(Source: flyingpenguin_fp Instagram)      Edit Translation         English     हिन्दी     Português (Brasil)     Español",_,South Korea,"Romance, Youth",6.5,1420,15/10/2024,"Student Supporting Character, Student Male Lead, School Setting, Gay Supporting Character, Gay Romance, LGBTQ+, High School, Homophobia, School Bullying, Transfer Student Male Lead","Holland, Lee Ui Seop, Byeon Jeong Hyeon, Joo Jong Bum, Hong Seok Cheon",_,_,_,_,_
"Tamra, the Island","Love, The Island, Shipwrecked, Tamna, The Island, Tamnaneun Doda, Tempted Again, 垂涎之岛","Set in the 17th Century, Jang Beo Jin is a young female diver on Tamra Island. She doesn't particularly enjoy her situation and dreams of one day leaving the island. One day, to her shock, she discovers a young blond-haired man lying on the beach. The young man's name is William, and he is a shipwrecked British citizen. Another young man named Park Kyu enters the island under the disguise of one  of the many convicts sent to Tamra Island. In actuality, Park Kyu is a budding government official known as Seon Bi. These three young people then become involved in a hilarious love triangle.

~~ The series has 2 versions: 16 eps (TV) || 21 eps (Director's Cut DVD).    Edit Translation         English     हिन्दी     magyar / magyar nyelv     dansk",MBC,South Korea,"Historical, Comedy, Romance",7.1,1931,08/08/2009,"Foreigner Male Lead, Historical Fiction, Multiple Mains, Pre-Produced, Adapted from a Manhwa, Joseon Dynasty","Seo Woo, Im Joo Hwan, Chan Bin Hwang, Lee Sun Ho, Kim Min Joo, Seo Beom Shik","Shin Jae-won, Lee Ji-hyang, Choi Yi-rang","Yoon Sang-ho, Hong Jong-chan",20,2009,_
Tarot,"Taro, Taro: Ilgop Jangui Iyagi, Tarot: Stories of Seven Cards, Таро: История из семи глав, 타로","“Tarot” unfolds as a series of seven omniverse horror episodes delving into mysterious events that could be part of anyone’s everyday life, all centered around the theme of tarot cards. The plot kicks off as the main characters each receive different tarot cards, and in that moment, find their destinies cursed by the twisted tarot cards.

(Source: Soompi)      Edit Translation         English     Русский     Français     हिन्दी",U+ Mobile TV,South Korea,"Thriller, Mystery, Horror",7.2,1561,15/07/2024,"Anthology, Multiple Mains, Gore, Murder, Infidelity, Suspense, Live Streamer Female Lead, Neighborhood Bullying, Injury, Betrayal","Cho Yeo Jung, Kim Sung Tae, Ham Eun Jung, DEX, Park Ha Sun, Ko Kyu Pil",_,_,_,_,_
Tarot (TV series),_,Tarot is about a cruel fate mystery where people who were living in reality are trapped by the curse of a twisted tarot card due to a momentary choice.,U+ Mobile TV,_,"Horror, Mystery, Thriller",_,_,"July 15 –
August 5, 2024",_,"Cho Yeo-jeong, Park Ha-sun, Kim Jin-young, Ko Kyu-pil, Seo Ji-hoon, Hahm Eun-jung, Oh Yu-jin",Kyung Min-sun,Choi Byung-gil,7,2024,_
Taste of Cat,"Cat's taste, Sabor de Gato","After a difficult breaking up with ex-boyfriend, Han Ye suddenly receives a text from his new woman. When reading a letter, old memories washed over her. In the bar she was comforted by a mysterious guy. What happened next, she least expected in her life ...      Edit Translation         English     Türkçe     Polski     Deutsch",_,South Korea,"Comedy, Romance, Drama, Supernatural",7.4,913,26/07/2018,"Miniseries, Web Series, Body Swap, Time Travel, Bartender Male Lead, Shapeshifter Male Lead, Animal Representation, Healing, Magic, Nice Male Lead","Kim Wook, Lee Ho Yeon, Cha Bo Sung, Oh Se Young, Min Hyo Won, Lee Gyu Hyun",_,_,_,_,_
Tastefully Yours,"Dangsinui Mat, Your Taste","Depicts the story of Han Beom U, the successor of a large food company, who runs the best fine dining restaurant in Seoul but has no interest in 'taste', and Mo Yeon Ju, a chef crazy about 'taste' who runs a one-table restaurant without a sign in a remote corner of the countryside. They grow together and fall in love while running a small restaurant in the city of Miraek, Jeonju.

(Source:  Korean = JoyNews24.com || Translation = MyDramaList)

~~ Release dates: May 4, 2025 (Episode 1-2 premiere | Festival) || May 12, 2025 (TV)    Edit Translation         English     한국어     ภาษาไทย     Arabic",ENA,South Korea,"Comedy, Romance, Drama",7.8,17876,12/05/2025,"Restaurateur Male Lead, Chef Female Lead, Cooking, Food, Company President (CEO) Male Lead, Miniseries, Brothers' Relationship, Partially filmed abroad, Restaurant Setting, Chef Supporting Character","Kang Ha Neul, Go Min Si, Kim Shin Rok, Yoo Soo Bin, Bae Na Ra, Hong Hwa Yeon",Jung Soo-yoon,Park Dan-hee,10,2025,_
Tasty Life,Delicious Life,"Jang Shin-jo was once a police detective, but has now switched from carrying a gun to wielding a kitchen knife as a restaurant owner. He is also an adoring father with four daughters.",SBS TV,_,"Family, Comedy, Romance",_,_,"28 April –
23 September 2012",_,"Im Chae-moo, Yoon Jung-hee, Ryu Hyun-kyung, Yoo Da-in, Lee Hye-ri",Kim Jung-eun,Woon Goon-il,39,2012,_
